Browser,City,Convname,Convtype,Count,Countrycode,Device,Linkid,Os,Timestamp,Type,Visitortoken
Instagram App,Gainesville,Individual plan,trial,1,US,mobile,97e34a82-19ff-4c0c-80e4-eb215446ffd9,iOS,2020-01-22T01:24:00Z,conversion,0f8e625fd9d37570e23fxxxxxxxxxxxx
Facebook App,Eugene,Individual plan,trial,1,US,mobile,5aed9f84-d7b3-481d-a00a-fa8da4ab4f93,iOS,2020-01-22T02:06:00Z,conversion,c0ffd24e1520118b2698xxxxxxxxxxxx
Safari,Fairview,Individual plan,trial,1,US,mobile,697434bc-669c-4043-973f-1bc0e2aa2f1c,iOS,2020-01-22T02:19:00Z,conversion,ab7bc0d7ed4b0e6f4d8exxxxxxxxxxxx
Safari,Ikeda,Individual plan,membership,1,JP,mobile,4fbdd9d2-e122-475f-aafc-e5ff2e4d23c9,iOS,2020-01-22T02:51:00Z,conversion,f64d778bf6896c33b09bxxxxxxxxxxxx
Instagram App,Kingston,Individual plan,membership,1,JM,mobile,2c2b559a-f165-468f-b03b-d4011118914d,iOS,2020-01-22T02:54:00Z,conversion,5f69e9c795ceaeae674fxxxxxxxxxxxx
Safari,Taichung,Individual plan,trial,1,TW,mobile,47a30082-db21-4b26-8284-769f6d435520,iOS,2020-01-22T03:25:00Z,conversion,80abe8ede097277d3891xxxxxxxxxxxx
Safari,Vladivostok,Individual plan,membership,1,RU,mobile,e0116470-5b6f-4889-881b-46cbd3b09685,iOS,2020-01-22T04:23:00Z,conversion,be489e2b04c858164ac6xxxxxxxxxxxx
Chrome,Central,Individual plan,membership,1,HK,desktop,ad6a794c-4727-4edb-b8de-38ff493f5692,Windows 10,2020-01-22T04:26:00Z,conversion,3743463335978fa6cbb2xxxxxxxxxxxx
Safari,Chofu,Individual plan,membership,1,JP,tablet,4b9ac533-7d07-4ee4-b2b3-2cb730d657ab,ipadOS,2020-01-22T04:42:00Z,conversion,9ba349ed2322b193e354xxxxxxxxxxxx
Safari,Unknown,Individual plan,membership,1,FR,mobile,4c9ecb96-0191-4805-92e0-097ee9deab46,iOS,2020-01-22T04:53:00Z,conversion,eaf1ee3b91ac62216189xxxxxxxxxxxx
Instagram App,Lehi,Individual plan,trial,1,US,mobile,eeb776be-c3ee-4519-81b8-11fa5120f4fa,iOS,2020-01-22T04:57:00Z,conversion,585413a55259180272b5xxxxxxxxxxxx
Line App,Unknown,Individual plan,membership,1,JP,mobile,2be10178-5fba-4d42-a7c5-4ebeab333bfb,iOS,2020-01-22T04:59:00Z,conversion,11794a7da34a78b7ec04xxxxxxxxxxxx
Safari,Akashi,Individual plan,membership,1,JP,mobile,4fbdd9d2-e122-475f-aafc-e5ff2e4d23c9,iOS,2020-01-22T05:25:00Z,conversion,d5f15e5397dae2d74c34xxxxxxxxxxxx
Safari,Phnom Penh,Individual plan,trial,1,KH,mobile,83e32eae-5352-4102-82c0-01ff04667bba,iOS,2020-01-22T05:46:00Z,conversion,a38382cc72d245262c4cxxxxxxxxxxxx
Instagram App,Ciudad Nezahualcoyotl,Individual plan,trial,1,MX,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-22T05:53:00Z,conversion,20e7f199efa5d4b38fa6xxxxxxxxxxxx
Facebook App,Taipei,Individual plan,membership,1,TW,mobile,ca2c12c4-ff92-4230-b6ed-47fd1feb4455,iOS,2020-01-22T05:54:00Z,conversion,97d72e739161dac4bd7dxxxxxxxxxxxx
Line App,Unknown,Individual plan,membership,1,JP,mobile,2be10178-5fba-4d42-a7c5-4ebeab333bfb,iOS,2020-01-22T05:59:00Z,conversion,decfd39dd22ea6e3b4f4xxxxxxxxxxxx
Instagram App,Lethbridge,Individual plan,trial,1,CA,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-22T06:20:00Z,conversion,7e89e88d1c82835c5085xxxxxxxxxxxx
Safari,Unknown,Individual plan,trial,1,JP,mobile,48d5e1b9-667f-41ad-9f6c-a24e8b7c3115,iOS,2020-01-22T06:37:00Z,conversion,c64c55decc5da4d400aaxxxxxxxxxxxx
Safari,Unknown,Individual plan,trial,1,JP,mobile,8e8d1b9d-83d4-4d3c-8b1e-37c4e3b1448c,iOS,2020-01-22T07:43:00Z,conversion,d518f67e964cbe829d37xxxxxxxxxxxx
Safari,Ludres,Individual plan,membership,1,FR,mobile,7ccce2ef-a5ca-11e6-9fd0-066c3e7a8751,iOS,2020-01-22T08:52:00Z,conversion,cc6edb13cf6ac83c6197xxxxxxxxxxxx
Instagram App,Burbank,Individual plan,trial,1,US,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-22T08:53:00Z,conversion,c2d079e6d7013700f20dxxxxxxxxxxxx
Safari,Toyonaka,Individual plan,membership,1,JP,mobile,4fbdd9d2-e122-475f-aafc-e5ff2e4d23c9,iOS,2020-01-22T09:04:00Z,conversion,6cead540306e91d90f09xxxxxxxxxxxx
Instagram App,Taipei,Individual plan,membership,1,TW,mobile,ca2c12c4-ff92-4230-b6ed-47fd1feb4455,iOS,2020-01-22T09:11:00Z,conversion,6eb41b6c638c7e180f87xxxxxxxxxxxx
Safari,Warsaw,Individual plan,trial,1,PL,mobile,2ccf89ae-026f-4a9f-93e4-fb2b8fe31459,iOS,2020-01-22T09:15:00Z,conversion,d8429a695d1a33d60a2exxxxxxxxxxxx
Instagram App,Lüdenscheid,Individual plan,trial,1,DE,mobile,db9afd49-5fae-4120-8e53-7a2f6c15f98b,iOS,2020-01-22T10:10:00Z,conversion,eed0e1acaa1331b926adxxxxxxxxxxxx
Instagram App,Novosibirsk,Student plan,membership,1,RU,mobile,88499386-b645-4ba5-ba12-44642617179a,iOS,2020-01-22T10:19:00Z,conversion,8c1e1e52ce116269d05axxxxxxxxxxxx
Instagram App,Albuquerque,Individual plan,membership,1,US,mobile,7f8f58a0-302f-4a2c-ab8a-147d0050ce83,iOS,2020-01-22T10:31:00Z,conversion,94b600304a50e2b56377xxxxxxxxxxxx
Instagram App,Weilerbach,Family plan,trial,1,DE,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-22T10:37:00Z,conversion,63247f737eb13f0cfc1exxxxxxxxxxxx
Instagram App,Resende,Individual plan,membership,1,BR,mobile,2afc8866-f0cf-4b05-9de3-e25a11ba3ac0,iOS,2020-01-22T10:44:00Z,conversion,ac509b6f64d2c7631cfcxxxxxxxxxxxx
Instagram App,Ada,Individual plan,trial,1,US,mobile,eeb776be-c3ee-4519-81b8-11fa5120f4fa,iOS,2020-01-22T10:49:00Z,conversion,0abc44c7939f87f8a9b4xxxxxxxxxxxx
Instagram App,Britania,Individual plan,membership,1,BR,mobile,2afc8866-f0cf-4b05-9de3-e25a11ba3ac0,iOS,2020-01-22T10:52:00Z,conversion,0a8023717f31f9cf7015xxxxxxxxxxxx
Safari,Zama,Individual plan,trial,1,JP,mobile,257be93a-3bb9-464a-97d2-8c2c72d1b7df,iOS,2020-01-22T11:43:00Z,conversion,4934c38beb393ea04471xxxxxxxxxxxx
Instagram App,Contagem,Individual plan,membership,1,BR,mobile,2afc8866-f0cf-4b05-9de3-e25a11ba3ac0,iOS,2020-01-22T12:16:00Z,conversion,d3d5fca49fd8cd6a5f65xxxxxxxxxxxx
Instagram App,Ljubljana,Individual plan,membership,1,SI,mobile,ab8cb831-18a1-49ae-8bb2-47440e94cc78,iOS,2020-01-22T12:40:00Z,conversion,92e961f2bcffd83882b3xxxxxxxxxxxx
Safari,Strasbourg,Individual plan,trial,1,FR,desktop,795f83b9-fe18-4919-b3aa-de744571dd98,MacOSX,2020-01-22T13:25:00Z,conversion,063ebf8167c32b087b94xxxxxxxxxxxx
Safari,Glasgow,Individual plan,trial,1,GB,mobile,e9349754-6851-44a2-8a67-e840cd0e65fa,iOS,2020-01-22T13:31:00Z,conversion,e923fbb3b180b2b58134xxxxxxxxxxxx
Instagram App,Lagos,Individual plan,membership,1,NG,mobile,4dd12dc2-f7a4-41db-9ba1-8397620296fd,iOS,2020-01-22T13:33:00Z,conversion,5dd93f8902c67fed0833xxxxxxxxxxxx
Instagram App,Torres,Individual plan,membership,1,BR,mobile,2afc8866-f0cf-4b05-9de3-e25a11ba3ac0,iOS,2020-01-22T14:06:00Z,conversion,6854fe6a80b59a7804e4xxxxxxxxxxxx
Instagram App,Mayen,Individual plan,trial,1,DE,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-22T14:21:00Z,conversion,aaecf3ceee724e8d63dexxxxxxxxxxxx
Chrome,Tokyo,Individual plan,trial,1,JP,mobile,a711adc8-b778-491f-819e-fc88b5938bff,iOS,2020-01-22T14:27:00Z,conversion,409da3d8d8d6683eee41xxxxxxxxxxxx
Facebook App,Mexico City,Individual plan,trial,1,MX,mobile,19b17a34-5954-4b4f-a439-2f55699989cc,iOS,2020-01-22T14:43:00Z,conversion,0e89cf52939941a14624xxxxxxxxxxxx
Safari,Shinjuku,Individual plan,membership,1,JP,mobile,4fbdd9d2-e122-475f-aafc-e5ff2e4d23c9,iOS,2020-01-22T15:32:00Z,conversion,6aca615f84e063a573bcxxxxxxxxxxxx
Safari,Kita-ku,Individual plan,trial,1,JP,mobile,afa4b98d-2323-4b73-b141-48455849a57b,iOS,2020-01-22T15:51:00Z,conversion,40ecf16b27d73c15a959xxxxxxxxxxxx
Safari,Glendale,Individual plan,membership,1,US,mobile,2c42713b-d836-45a1-91d0-2529b70c1d7a,iOS,2020-01-22T16:07:00Z,conversion,da63b2e5997d1915dccdxxxxxxxxxxxx
Instagram App,Accra,Individual plan,trial,1,GH,mobile,a77ad98a-728e-493e-8dea-b8951361cb30,Android,2020-01-22T17:29:00Z,conversion,95ba8384f377649ee36dxxxxxxxxxxxx
Safari,Unknown,Individual plan,trial,1,US,mobile,3cf10493-5025-437f-944a-20f0866284a7,iOS,2020-01-22T17:53:00Z,conversion,92b5adc783dec81f4907xxxxxxxxxxxx
Instagram App,Ardrossan,Individual plan,trial,1,CA,mobile,dc749423-b499-4575-88c5-c4de14fae75d,iOS,2020-01-22T18:19:00Z,conversion,a8adb3981ac9710ffc7cxxxxxxxxxxxx
Instagram App,Voskresensk,Individual plan,membership,1,RU,mobile,c085e0de-08a2-4186-a115-f01854594dfe,iOS,2020-01-22T18:29:00Z,conversion,8059adcf6fa23d010dbcxxxxxxxxxxxx
Instagram App,Lubbock,Student plan,trial,1,US,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-22T18:34:00Z,conversion,8138701eb6e3a9a421f3xxxxxxxxxxxx
Safari,Falmouth,Student plan,membership,1,US,mobile,15d7f610-d772-484f-bc20-41718d211be9,iOS,2020-01-22T19:08:00Z,conversion,a178c82658f0a82fe21exxxxxxxxxxxx
Safari,Nagasaki,Individual plan,membership,1,JP,mobile,51e7b972-843b-40d7-b9dd-df242b87bfff,iOS,2020-01-22T20:28:00Z,conversion,eac89edca725bd126f29xxxxxxxxxxxx
Instagram App,Wilmington,Individual plan,trial,1,US,mobile,aaeaeb7b-5921-4bd2-8021-4693c776d045,iOS,2020-01-22T20:36:00Z,conversion,145d99634a8eae8fa51bxxxxxxxxxxxx
Samsung Browser,Moscow,Student plan,trial,1,RU,mobile,2e7a88fe-d1e7-4b0a-8c4f-b99b27059eed,Android,2020-01-22T21:58:00Z,conversion,051c84eb5518b11c4467xxxxxxxxxxxx
Safari,Kawaguchi,Individual plan,membership,1,JP,mobile,11f4af12-dfdb-4b27-909b-cb1aa2fe41e5,iOS,2020-01-22T22:36:00Z,conversion,bcd46f3516cdf444a35axxxxxxxxxxxx
Instagram App,Grimsby,Individual plan,membership,1,GB,mobile,28ae531c-b075-4e59-8622-0e0779da2d26,iOS,2020-01-22T22:37:00Z,conversion,fd0e2b25202ef82901a7xxxxxxxxxxxx
Safari,Kamloops,Individual plan,trial,1,CA,mobile,77722e60-69a0-4f3c-8d48-a13b14353c8f,iOS,2020-01-22T23:07:00Z,conversion,67fe3aa118f73020fdd5xxxxxxxxxxxx
Safari,Moscow,Individual plan,membership,1,RU,mobile,88499386-b645-4ba5-ba12-44642617179a,iOS,2020-01-22T23:08:00Z,conversion,1a827774bd13eb3e60a2xxxxxxxxxxxx
Firefox,Bridgeport,Individual plan,trial,1,US,desktop,eb31fe7c-4c44-4848-bb33-6386a11a6d78,Linux,2020-01-22T23:34:00Z,conversion,df30982ac360fad69fcaxxxxxxxxxxxx
Instagram App,Unknown,Individual plan,trial,1,JP,mobile,48d5e1b9-667f-41ad-9f6c-a24e8b7c3115,iOS,2020-01-22T23:45:00Z,conversion,42ba142b93fda432f7cdxxxxxxxxxxxx
Instagram App,Tepic,Individual plan,trial,1,MX,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-22T23:48:00Z,conversion,94e94127d85bd9aa85eexxxxxxxxxxxx
Safari,Taipei,Individual plan,trial,1,TW,desktop,481c85c3-f0a8-4364-95d4-e31242c984f2,macOS,2020-01-23T01:16:00Z,conversion,6f5dafa29dc7e515d3abxxxxxxxxxxxx
Safari,Manchester,Individual plan,membership,1,GB,mobile,14335964-c6a1-423c-87e4-6f048aea4394,iOS,2020-01-23T01:16:00Z,conversion,23d848cd5863f1adb011xxxxxxxxxxxx
Instagram App,Brooklyn,Individual plan,membership,1,US,mobile,91a3b9d5-bbab-4e8f-b157-09528362d4d6,iOS,2020-01-23T01:16:00Z,conversion,90897f91eed385e30398xxxxxxxxxxxx
Safari,Oshima,Individual plan,membership,1,JP,mobile,e126635f-bebf-4927-ad66-e8071dcb040d,iOS,2020-01-23T01:19:00Z,conversion,3791de010d2d292c112exxxxxxxxxxxx
Instagram App,Summerfield,Individual plan,trial,1,US,mobile,aa68f4af-f0fa-4858-afc4-51ddb329becd,iOS,2020-01-23T01:46:00Z,conversion,b2974b11bbf74ce3d7eaxxxxxxxxxxxx
Safari,Ebina,Individual plan,membership,1,JP,mobile,f969e1f1-d13e-4d58-9c33-5a1dde1f551d,iOS,2020-01-23T02:20:00Z,conversion,ca46073122ad731e9917xxxxxxxxxxxx
Safari,Unknown,Individual plan,trial,1,JP,mobile,4b538390-d8d8-43bd-a868-be44dbfc6db2,iOS,2020-01-23T02:25:00Z,conversion,43e176eb00a9936dc714xxxxxxxxxxxx
Safari,Kita-ku,Individual plan,membership,1,JP,mobile,54b67752-94d3-448e-ba28-0b3be908abcc,iOS,2020-01-23T02:33:00Z,conversion,ff8fa7334061fb4bcc65xxxxxxxxxxxx
Safari,St. Helena,Individual plan,trial,1,US,mobile,257be93a-3bb9-464a-97d2-8c2c72d1b7df,iOS,2020-01-23T02:45:00Z,conversion,32f4b82a0a55109ff253xxxxxxxxxxxx
Instagram App,Tangerang,Individual plan,membership,1,ID,mobile,a8973e3a-5756-47b0-aa88-f1a5c63b059c,iOS,2020-01-23T02:49:00Z,conversion,68bc1e94d57103cbfd8bxxxxxxxxxxxx
Instagram App,Durham,Individual plan,membership,1,US,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-23T02:58:00Z,conversion,01051827201dc1fca141xxxxxxxxxxxx
Instagram App,Chambersburg,Individual plan,trial,1,US,mobile,eeb776be-c3ee-4519-81b8-11fa5120f4fa,iOS,2020-01-23T03:12:00Z,conversion,0ffa0322b39191acc48cxxxxxxxxxxxx
Facebook App,Sydney,Individual plan,trial,1,AU,mobile,1e2c390c-1cf3-4747-b5f3-3a10b7c87b8a,iOS,2020-01-23T03:34:00Z,conversion,7d80d148839965eb0d8cxxxxxxxxxxxx
Instagram App,Athens,Individual plan,membership,1,GR,mobile,17ca47a9-f58f-4354-90be-c150fd6a9f07,iOS,2020-01-23T03:38:00Z,conversion,68d01768043409df1094xxxxxxxxxxxx
Instagram App,Taipei,Individual plan,trial,1,TW,mobile,ca2c12c4-ff92-4230-b6ed-47fd1feb4455,iOS,2020-01-23T03:43:00Z,conversion,f6a81c4fe50d8d02a1d7xxxxxxxxxxxx
Instagram App,Jayapura,Individual plan,trial,1,ID,mobile,1e90c26a-9db9-4810-9362-584320f0fb25,iOS,2020-01-23T04:26:00Z,conversion,82c81676e6f73e02ba88xxxxxxxxxxxx
Instagram App,San Diego,Individual plan,trial,1,US,mobile,b0f15d34-3ae2-49cb-bd07-e5c521ed6ff5,iOS,2020-01-23T04:33:00Z,conversion,80a68e75fb8c2afc9350xxxxxxxxxxxx
Instagram App,Haarlem,Student plan,membership,1,NL,mobile,88499386-b645-4ba5-ba12-44642617179a,iOS,2020-01-23T05:38:00Z,conversion,9aa13056ad862f8d7a2exxxxxxxxxxxx
Facebook App,Perth,Individual plan,trial,1,AU,mobile,d832d708-1fb4-48b5-9f1e-fa982581cda5,iOS,2020-01-23T06:05:00Z,conversion,91061e1d4c4ef294da27xxxxxxxxxxxx
Safari,Moscow,Individual plan,membership,1,RU,mobile,15d7f610-d772-484f-bc20-41718d211be9,iOS,2020-01-23T07:31:00Z,conversion,007e392f24ed20d8249axxxxxxxxxxxx
Instagram App,Tyumen,Individual plan,membership,1,RU,mobile,6dbf1ac9-5707-488a-a244-c446b9540223,iOS,2020-01-23T08:06:00Z,conversion,6b5b7f5d8909f0b7a8e2xxxxxxxxxxxx
Safari,North Walsham,Individual plan,trial,1,GB,mobile,9611ccfa-5c82-499f-84e9-1bd86c8073f7,iOS,2020-01-23T08:10:00Z,conversion,96fe5eb4a134dfd57aefxxxxxxxxxxxx
Chrome,Funabashi,Individual plan,membership,1,JP,mobile,4b9ac533-7d07-4ee4-b2b3-2cb730d657ab,Android,2020-01-23T08:28:00Z,conversion,dca44442f00a4270501exxxxxxxxxxxx
Chrome,Ashfield,Individual plan,trial,1,AU,mobile,0ebd44f3-8ca2-46d5-bba2-b517c1f32144,Android,2020-01-23T09:05:00Z,conversion,407b68eb4302b454ede0xxxxxxxxxxxx
Instagram App,Toulon,Individual plan,membership,1,FR,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-23T09:19:00Z,conversion,32b1895395b0aa137d59xxxxxxxxxxxx
Google App,Modena,Individual plan,trial,1,IT,mobile,33764eb7-f919-4d6d-b1a2-47725ec0c622,iOS,2020-01-23T09:36:00Z,conversion,8e493ea9459359bbb3d5xxxxxxxxxxxx
Instagram App,Bade District,Individual plan,membership,1,TW,mobile,6a672091-bc1f-4d10-a04b-9c3a483da339,iOS,2020-01-23T10:22:00Z,conversion,6c195ee6b586b84dff3dxxxxxxxxxxxx
Instagram App,New York,Individual plan,membership,1,US,mobile,a53edac5-512b-42eb-8c10-e97f7658c139,iOS,2020-01-23T11:34:00Z,conversion,4e9d60e43bd1af5dad06xxxxxxxxxxxx
Instagram App,Surabaya,Individual plan,trial,1,ID,mobile,1b017521-261f-4537-9b36-0bc0423631da,iOS,2020-01-23T12:31:00Z,conversion,601cf99e37385426a4bexxxxxxxxxxxx
Chrome,La Orotava,Individual plan,membership,1,ES,desktop,42033578-b1f5-449c-ad5b-c9b5ad9f81ab,Windows 10,2020-01-23T13:11:00Z,conversion,13a28e1a5be69b9e9b51xxxxxxxxxxxx
Facebook App,Unknown,Individual plan,membership,1,JP,mobile,15443b01-ab01-4545-9fc7-fc3e8c613e35,iOS,2020-01-23T13:24:00Z,conversion,1a133a322e4da40083e9xxxxxxxxxxxx
Safari,Niterói,Individual plan,trial,1,BR,mobile,51b8d80f-d393-4d18-a2dc-0af6aa265ab5,iOS,2020-01-23T13:37:00Z,conversion,a0b7e28a97a71e4243e5xxxxxxxxxxxx
Instagram App,Mandurah,Individual plan,trial,1,AU,mobile,0e0114ac-f888-4d35-8254-6bf0142fc9fb,iOS,2020-01-23T13:48:00Z,conversion,53f01fc38e79603acb8exxxxxxxxxxxx
Safari,Hanoi,Individual plan,trial,1,VN,mobile,82379321-e44e-4286-b3a7-70fc9aa96a65,iOS,2020-01-23T14:41:00Z,conversion,9527c225ffda2aaf8a20xxxxxxxxxxxx
Instagram App,Forlì,Individual plan,membership,1,IT,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-23T14:53:00Z,conversion,070e0d2bd03d5fb239c5xxxxxxxxxxxx
Safari,Taipei,Individual plan,trial,1,TW,mobile,e1f0a264-7b19-4fcc-8d83-b0888ea91057,iOS,2020-01-23T14:59:00Z,conversion,1eeebcd2b9c169da5b6axxxxxxxxxxxx
Safari,Hiratsuka,Individual plan,trial,1,JP,mobile,427d0533-da6d-413b-832d-fff4da002d8f,iOS,2020-01-23T15:05:00Z,conversion,37b12e5d8a08d984b6faxxxxxxxxxxxx
Instagram App,Southaven,Individual plan,membership,1,US,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-23T15:17:00Z,conversion,37c431e30413a96f7066xxxxxxxxxxxx
Instagram App,Kanagawa,Student plan,membership,1,JP,mobile,9298216b-a6a8-408f-b6d7-ed37f2f6451d,iOS,2020-01-23T15:42:00Z,conversion,a540175c485bd11ff5dbxxxxxxxxxxxx
Safari,Kawaguchi,Individual plan,trial,1,JP,mobile,427d0533-da6d-413b-832d-fff4da002d8f,iOS,2020-01-23T16:24:00Z,conversion,e0ee5949a4b905caafe2xxxxxxxxxxxx
Instagram App,Baltimore,Family plan,membership,1,US,mobile,65f3351e-1236-4560-8453-35916c6aa251,iOS,2020-01-23T16:49:00Z,conversion,87c941994981dbaf89b2xxxxxxxxxxxx
Safari,Unknown,Individual plan,membership,1,JP,mobile,94376929-c0a8-4e1c-a304-941e76766447,iOS,2020-01-23T16:50:00Z,conversion,ae8c6888fda8905553d6xxxxxxxxxxxx
Instagram App,Jamaica,Individual plan,trial,1,US,mobile,eeb776be-c3ee-4519-81b8-11fa5120f4fa,iOS,2020-01-23T16:52:00Z,conversion,d586ec39ef66a9abd592xxxxxxxxxxxx
Safari,Lesnoy,Individual plan,trial,1,RU,mobile,4e5eb7c1-b95b-42a4-815b-12cbbbd6dbd1,iOS,2020-01-23T17:06:00Z,conversion,5c9bffa414b6bb349088xxxxxxxxxxxx
Mobile Safari UIWebView,Bethlehem,Individual plan,trial,1,US,mobile,7fc48d72-477b-4d79-bbf7-f66dda76db55,iOS,2020-01-23T17:39:00Z,conversion,ff487e7586ae0a69b22axxxxxxxxxxxx
Facebook App,Uccle,Individual plan,trial,1,BE,mobile,d96ae5e9-7f10-436d-b9e7-5de262ddca9f,iOS,2020-01-23T18:03:00Z,conversion,40efc9957f7c3a0579f0xxxxxxxxxxxx
Weibo,Piscataway,Student plan,membership,1,US,mobile,6a672091-bc1f-4d10-a04b-9c3a483da339,iOS,2020-01-23T18:09:00Z,conversion,031da9c084c68e7ca25exxxxxxxxxxxx
Instagram App,Thunder Bay,Individual plan,trial,1,CA,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-23T18:11:00Z,conversion,fd163ec313f4fcb6a4a7xxxxxxxxxxxx
Instagram App,Frankfurt am Main,Individual plan,trial,1,DE,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-23T18:36:00Z,conversion,0cf27f14ac8398f23126xxxxxxxxxxxx
Safari,Washington,Individual plan,trial,1,US,mobile,15d7f610-d772-484f-bc20-41718d211be9,iOS,2020-01-23T19:33:00Z,conversion,fa1a083e9dac97ae7766xxxxxxxxxxxx
Chrome,Unknown,Individual plan,trial,1,JM,mobile,2c2b559a-f165-468f-b03b-d4011118914d,iOS,2020-01-23T20:28:00Z,conversion,d3e5e1d28ab0de1bc668xxxxxxxxxxxx
Instagram App,Broxburn,Individual plan,trial,1,GB,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-23T21:12:00Z,conversion,364f3cd2b85b9abb1e93xxxxxxxxxxxx
Instagram App,Tampa,Individual plan,membership,1,US,mobile,f00cfe77-fe5d-4d43-9612-0015a8364aa4,iOS,2020-01-23T21:21:00Z,conversion,5a73d5f6c22dd52f4640xxxxxxxxxxxx
Safari,Houston,Student plan,membership,1,US,mobile,15d7f610-d772-484f-bc20-41718d211be9,iOS,2020-01-23T21:26:00Z,conversion,9ecfc7e2fe4c1bd7ebdcxxxxxxxxxxxx
Instagram App,Dulwich,Individual plan,trial,1,GB,mobile,aa68f4af-f0fa-4858-afc4-51ddb329becd,iOS,2020-01-23T21:58:00Z,conversion,5b361b436916587cee17xxxxxxxxxxxx
Instagram App,Munich,Individual plan,membership,1,DE,mobile,610539a1-caba-45ba-b651-0a5383d097ca,iOS,2020-01-23T22:04:00Z,conversion,ca358499e768015beb79xxxxxxxxxxxx
Instagram App,Unknown,Individual plan,membership,1,JP,mobile,15443b01-ab01-4545-9fc7-fc3e8c613e35,iOS,2020-01-23T22:19:00Z,conversion,b4df5170099478952d66xxxxxxxxxxxx
Safari,Yutz,Individual plan,trial,1,FR,mobile,82f84ff1-0256-4b48-93c5-c9bc1b219eec,iOS,2020-01-23T23:05:00Z,conversion,35600ca9e63eb6d218c7xxxxxxxxxxxx
Instagram App,New York,Individual plan,trial,1,US,mobile,7e762eda-ccc9-4c6b-beef-e0c49b5eede4,iOS,2020-01-23T23:20:00Z,conversion,83155db28a8fb2ab8976xxxxxxxxxxxx
Safari,Warendorf,Individual plan,trial,1,DE,mobile,2c5f2ad7-a542-4b5c-933b-68b15e61d7a8,iOS,2020-01-23T23:20:00Z,conversion,3132f7f37fe29a9cb5a9xxxxxxxxxxxx
Instagram App,Santiago,Individual plan,trial,1,CL,mobile,cd1705b7-d930-4b60-94b9-760b806116ae,iOS,2020-01-24T00:17:00Z,conversion,e9252e8c0541a1733e1axxxxxxxxxxxx
Safari,Crawley,Family plan,membership,1,GB,mobile,14668a00-8440-4a0b-a5e2-d3f6b528308e,iOS,2020-01-24T00:46:00Z,conversion,20f27e8b1d24ceaf483exxxxxxxxxxxx
Safari,Madison,Family plan,membership,1,US,mobile,15d7f610-d772-484f-bc20-41718d211be9,iOS,2020-01-24T00:53:00Z,conversion,25ca21f90eafb0b76bcexxxxxxxxxxxx
Instagram App,Deer Park,Individual plan,trial,1,AU,mobile,5fd88969-06ad-4a52-89e5-8b11185e80a7,iOS,2020-01-24T00:56:00Z,conversion,fbadab64f045dbf72ee5xxxxxxxxxxxx
Safari,Maylands,Individual plan,membership,1,AU,mobile,28ae531c-b075-4e59-8622-0e0779da2d26,iOS,2020-01-24T01:06:00Z,conversion,7d28dcc8392966d1b857xxxxxxxxxxxx
Safari,Westmont,Individual plan,membership,1,US,mobile,15d7f610-d772-484f-bc20-41718d211be9,iOS,2020-01-24T01:42:00Z,conversion,efc44e7426a4946d9832xxxxxxxxxxxx
Line App,Unknown,Individual plan,trial,1,JP,mobile,aec213e1-ffe4-4d88-b904-f0994502d6e1,iOS,2020-01-24T01:51:00Z,conversion,1c6852cf7b17e29b8015xxxxxxxxxxxx
Safari,Unknown,Individual plan,trial,1,JP,mobile,cf1f11b2-1d18-46e4-a182-517330c6a4d5,iOS,2020-01-24T03:27:00Z,conversion,63b4eb9a491c2c22bf85xxxxxxxxxxxx
Instagram App,Shinjuku,Individual plan,membership,1,JP,mobile,15443b01-ab01-4545-9fc7-fc3e8c613e35,iOS,2020-01-24T03:51:00Z,conversion,aa4c58c6a5f6059550faxxxxxxxxxxxx
Mobile Safari UIWebView,Mooka,Individual plan,membership,1,JP,tablet,15443b01-ab01-4545-9fc7-fc3e8c613e35,iOS,2020-01-24T03:56:00Z,conversion,b4947ca9013f7f2846b7xxxxxxxxxxxx
Mobile Safari UIWebView,Unknown,Family plan,trial,1,US,mobile,124d82e1-eccf-4244-8a94-a47f743ff55f,iOS,2020-01-24T04:33:00Z,conversion,bce6cc99f5af5d7dfa1dxxxxxxxxxxxx
Safari,Bunkyo-ku,Individual plan,membership,1,JP,mobile,e126635f-bebf-4927-ad66-e8071dcb040d,iOS,2020-01-24T04:41:00Z,conversion,a093ecde97273b8f67ebxxxxxxxxxxxx
